CLAVE,UBICACIÓN,ESTADO,MUNICIPIO,POBLACION,LATITUD,LONGITUD,CP,TX,EN HUELLA MBB,USUARIOS ACTIVOS MBB,THP MBB (Mbps)
30197,030197-CHAC-CHAITO,Campeche,Champoton,28,19.05385,-90.40952,24443,Satelital ,MBB,142,16.985
230418,230418-MAGUEY-DE-ORIENTE,San Luis Potosí,El Naranjo,0,22.4564426,-99.4111761,79315,Satelital ,MBB,174,14.473
250331,250331-NURI,Sonora,Rosario,932,28.11424,-109.3272,85717,Satelital ,MBB,71,26.097
30198,030198-HOBOMO,Campeche,Campeche,79,19.60916,-90.490417,24530,Satelital ,MBB,182,20.072
90291,090291-SAN-FRANCISCO-DE-ASIS,Durango,Inde,389,25.4837823,-104.8847322,35540,Satelital ,MBB,51,31.807
70471,070471-TAJIRACHI,Chihuahua,Carichi,0,28.028371,-107.127979,33281,Satelital ,MBB,29,9.216
250333,250333-DESEMBOQUE-DE-LOS-SERIS,Sonora,Pitiquito,0,29.50634,-112.39627,83990,Satelital ,MBB,129,12.061
70472,070472-SANTA-ROSA-DE-ARISIACHI,Chihuahua,Guerrero,0,28.477179,-107.803169,31681,Satelital ,MBB,133,0.000
40324,040324-LA-LUZ,Coahuila,Villa Union,26,28.158151,-100.748477,26617,Satelital ,MBB,0,0.000
310279,310279-LA-TASAJERA,Zacatecas,Mazapil,0,24.496619,-102.197926,98254,Satelital ,MBB,170,19.574
134076,134076-CHILACAYOTE,Jalisco,Cuautla,959,20.142316,-104.6546,48155,Satelital ,MBB,64,17.523
230446,230446-ARMADILLO-DE-LOS-INFANTE,San Luis Potosí,Armadillo de los Infante,58,22.24565,-100.657376,78980,Satelital ,MBB,58,15.968
250336,250336-JOSEFA-ORTIZ-DE-DOMINGUEZ,Sonora,Caborca,0,30.590797,-112.41184,83725,Satelital ,MBB,86,26.753
30206,030206-CENTAUROS-DEL-NORTE,Campeche,Calakmul,86,18.355508,-89.54002,24648,Satelital ,MBB,149,16.611
40331,040331-SIERRA-HERMOSA,Coahuila,Arteaga,427,25.312205,-100.889251,25390,Satelital ,MBB,294,25.715
90264,090264-POTRERO-DEL-LLANO-BOQUILLA-DEL-MUERTO,Durango,Inde,283,26.1039733,-105.2028039,35514,Satelital ,MBB,0,0.000
191429,191429-SAN-MARTIN-ZACATEPEC,Oaxaca,San Martin Zacatepec,880,17.80794639,-98.06086444,69235,Satelital ,MBB,462,13.386
291558,291558-COLONIA-MANUEL-GONZALEZ,Veracruz,ZENTLA,"5,214",19.1153025,-96.85875889,94220,Satelital ,MBB,713,4.173
191426,191426-SAN-BALTAZAR-YATZACHI-EL-BAJO,Oaxaca,SAN BALTAZAR YATZACHI EL BAJO,233,17.2271,-96.2225,68860,Satelital ,MBB,705,1.491
201031,201031-TLAPACOYA,Puebla,TLAPACOYA,"2,420",20.12277,-97.85133,73280,Satelital ,MBB,445,12.755
191427,191427-SAN-PABLO-COATLAN,Oaxaca,San Pablo Coatlan,"1,214",16.22466,-96.78644,70855,Satelital ,MBB,509,12.813
310393,310393-JARALILLO,Zacatecas,General Francisco R. Murguia,732,24.23303,-103.04687,98370,Satelital ,MBB,109,23.833
310394,310394-LAS-NORIAS-NORIAS,Zacatecas,General Francisco R. Murguia,510,24.2951,-102.69937,98380,Satelital ,MBB,84,0.000
220429,220429-CHAN-SANTA-CRUZ,Quintana Roo,Felipe Carrillo Puerto,119,19.37002,-88.33371,77104,Satelital ,MBB,56,31.887
220430,220430-YOACTUN,Quintana Roo,Felipe Carrillo Puerto,0,19.45925,-88.35894,77100,Satelital ,MBB,62,17.347
30278,030278-SAN-JOSE-CARPIZO-UNO-SAN-FERNANDO,Campeche,Champoton,178,19.406495,-90.511948,24404,Satelital ,MBB,166,20.929
310399,310399-SABANA-GRANDE,Zacatecas,Mazapil,0,24.490528,-101.712048,98264,Satelital ,MBB,129,25.071
300372,300372-SAN-SIMON,Yucatan,Santa Elena,67,20.216781,-89.809818,97895,Satelital ,MBB,26,67.680
300373,300373-CHENKEKEN,Yucatan,Tizimin,179,21.303503,-88.057404,97706,Satelital ,MBB,137,17.293
310401,310401-EL-JAGUEY,Zacatecas,Melchor Ocampo,0,24.736209,-101.671361,98229,Satelital ,MBB,144,22.543
310402,310402-EL-RODEO,Zacatecas,Mazapil,0,24.860374,-102.184928,98240,Satelital ,MBB,115,36.225
310403,310403-EL-JAZMIN,Zacatecas,Mazapil,0,24.671543,-102.139191,98244,Satelital ,MBB,283,7.872
220433,220433-CHUN-ON,Quintana Roo,Felipe Carrillo Puerto,11,20.03257,-87.87269,77130,Satelital ,MBB,92,27.817
310405,310405-MARIA-DE-LA-TORRE,Zacatecas,Monte Escobedo,189,22.255398,-103.350272,99430,Satelital ,MBB,18,29.384
30288,030288-SAN-JOSE-CARPIZO-DOS,Campeche,Champoton,115,19.39698,-90.57666,24404,Satelital ,MBB,115,29.278
220437,220437-LA-PIMIENTITA,Quintana Roo,Jose Maria Morelos,38,19.504722,-88.669722,77897,Satelital ,MBB,68,55.071
30303,030303-KANKI,Campeche,Tenabo,65,19.98665,-90.11768,24720,Satelital ,MBB,130,16.400
61556,061556-MIGUEL-HIDALGO,Chiapas,Ixtapangajoya,523,17.51789833,-93.01155166,29594,Satelital ,MBB,69,30.498
230593,230593-CERRO-PRIETO,San Luis Potosí,Charcas,0,23.2802,-100.98222,78580,Satelital ,MBB,324,2.796
70585,070585-SANTA-MARIA-DE-CUEVAS,Chihuahua,Dr. Belisario Dominguez,241,27.927105,-106.391988,33148,Satelital ,MBB,50,46.452
250396,250396-SAN-ANTONIO-DE-LA-HUERTA,Sonora,Soyopa,0,28.631999,-109.610371,85656,Satelital ,MBB,71,26.394
150576,150576-TIZUPAN,Michoacán,Aquila,385,18.22815,-103.130628,60893,Satelital ,MBB,150,34.350
250398,250398-TONICHI,Sonora,Soyopa,65,28.601828,-109.565667,85650,Satelital ,MBB,68,43.916
250399,250399-YOCOJIGUA,Sonora,Alamos,353,26.793755,-109.019689,85776,Satelital ,MBB,35,30.522
90380,090380-EL-ENCINO-DE-LA-PAZ,Durango,Ocampo,0,26.164105,-105.33082,35390,Satelital ,MBB,49,25.495
70594,070594-LA-ESPERANZA,Chihuahua,Chihuahua,360,29.674604,-106.092883,31631,Satelital ,MBB,316,30.429
250400,250400-CUBA,Sonora,Rosario,751,28.04432,-109.27945,85713,Satelital ,MBB,67,48.873
90387,090387-SAN-FERMIN,Durango,Hidalgo,0,26.321667,-104.805556,35310,Satelital ,MBB,0,0.000
61572,061572-LOS-CHORROS-MIGUEL-UTRILLA,Chiapas,Pijijiapan,162,15.781175,-93.290996,30558,Satelital ,MBB,297,13.663
191497,191497-CHIQUIHUITLAN-DE-BENITO-JUAREZ,Oaxaca,Chiquihuitlan de Benito Juarez,"3,497",17.996806,-96.745528,68617,Satelital ,MBB,1306,5.833
210447,210447-VALLE-VERDE,Querétaro,Jalpan de Serra,328,21.51422,-99.173299,76354,Satelital ,MBB,137,13.491
20104,020104-GUADALUPE,Baja California Sur,Mulege,0,27.3274298,-113.328587,23934,Satelital ,MBB,167,7.008
201034,201034-TENEPANIGIA-SANTA-ELENA,Puebla,Cuautempan,"2,705",19.96555833,-97.77051861,73611,Satelital ,MBB,70,15.752
230601,230601-BUENAVISTA,San Luis Potosí,Guadalcazar,0,22.593333,-100.1475,78884,Satelital ,MBB,89,13.799
141383,141383-SAN-ISIDRO-DEL-BOSQUE,Mexico,Villa del Carbon,0,19.65256,-99.49346285,54337,Satelital ,MBB,95,8.634
291568,291568-COXOLITLA-DE-ARRIBA,Veracruz,Acultzingo,0,18.71882154,-97.23480764,94766,Satelital ,MBB,0,0.000
230602,230602-EL-TEPOZAN,San Luis Potosí,Santa Maria del Rio,186,21.822849,-100.799312,79565,Satelital ,MBB,42,18.139
100294,100294-MESAS-DE-ACOSTA,Guanajuato,Santa Cruz de Juventino Rosas,407,20.74718,-101.076304,38257,Satelital ,MBB,173,14.054
230603,230603-EL-ZAPOTE,San Luis Potosí,Rioverde,334,21.714719,-100.013291,79646,Satelital ,MBB,185,8.548
310438,310438-COLONIA-DIEZ-DE-NOVIEMBRE-EL-CAMPAMENTO,Zacatecas,Villa Gonzalez Ortega,392,22.614152,-101.934528,98864,Satelital ,MBB,66,24.071
100296,100296-ZEMPOALA,Guanajuato,Jaral del Progreso,496,20.317232,-101.07614,38486,Satelital ,MBB,104,6.615
230610,230610-SANTA-MATILDE,San Luis Potosí,Santo Domingo,301,23.33076,-101.83773,78640,Satelital ,MBB,78,27.126
141385,141385-AGUA-BENDITA,Mexico,Amanalco,441,19.27330756,-99.94558907,51280,Satelital ,MBB,240,6.462
230611,230611-COLONIA-EMILIANO-ZAPATA,San Luis Potosí,Villa de Arriaga,153,21.939287,-101.263872,78496,Satelital ,MBB,369,9.486
310441,310441-RIO-FRIO,Zacatecas,Calera,864,22.927,-102.802935,98520,Satelital ,MBB,0,0.000
310443,310443-NORIA-DEL-BOYERO,Zacatecas,Rio Grande,577,23.723337,-102.721517,98418,Satelital ,MBB,67,28.310
160324,160324-SAN-JOSE-DE-PALA,Morelos,Tlaquiltenango,694,18.55646,-99.013789,62986,Satelital ,MBB,140,54.447
230617,230617-PALO-ALTO-DE-LA-PURISIMA-CONCEPCION,San Luis Potosí,San Ciro de Acosta,791,21.663607,-99.876337,79695,Satelital ,MBB,36,0.000
310444,310444-NORIA-DE-MOLINOS,Zacatecas,Luis Moya,314,22.3819115,-102.1424796,98790,Satelital ,MBB,35,10.365
310445,310445-EL-JAIBITO,Zacatecas,Pinos,0,22.586629,-101.546364,98936,Satelital ,MBB,79,33.768
310140,310140-CANAS,Zacatecas,Villa de Cos,413,23.433663,-102.264435,98463,Satelital ,MBB,38,28.869
310446,310446-SAN-JOSE-DE-MESILLAS,Zacatecas,Sombrerete,970,23.47392,-103.58122,99121,Satelital ,MBB,119,38.750
310447,310447-NORIA-DEL-CERRO-DE-SANTIAGO-EL-CERRO,Zacatecas,General Panfilo Natera,333,22.76149,-102.11157,98740,Satelital ,MBB,22,42.648
230618,230618-SAN-JOSE-DE-CANOAS,San Luis Potosí,Rioverde,203,21.998241,-100.285015,79606,Satelital ,MBB,108,18.371
230619,230619-EL-PUERTO-DE-LA-CLAVELLINA,San Luis Potosí,Guadalcazar,138,23.121388,-100.123055,78894,Satelital ,MBB,80,15.574
201040,201040-SAN-JOSE-RIO-BRAVO,Puebla,Cuautempan,"1,219",19.947277,-97.775019,73611,Satelital ,MBB,115,14.585
230620,230620-LA-TRINIDAD,San Luis Potosí,San Ciro de Acosta,590,21.597545,-99.827158,79693,Satelital ,MBB,217,4.480
141387,141387-EL-VARAL,Mexico,Villa del Carbon,194,19.6486,-99.47057,54334,Satelital ,MBB,509,0.720
230621,230621-LA-ENCANTADA,San Luis Potosí,Santa Catarina,48,21.506863,-99.39505,79796,Satelital ,MBB,298,6.493
201041,201041-TECOLUTLA,Puebla,Tehuitzingo,696,18.3027597,-98.3146082,74808,Satelital ,MBB,207,7.376
310451,310451-PARADILLAS,Zacatecas,Juan Aldama,112,24.36945,-103.3016,98313,Satelital ,MBB,67,22.030
310453,310453-LA-CEJA,Zacatecas,Trinidad Garcia de la Cadena,61,21.245467,-103.465,99833,Satelital ,MBB,0,0.000
250405,250405-EL-CHOYUDO-LOS-JAPONESES,Sonora,Hermosillo,0,28.317394,-111.4527777,83316,Satelital ,MBB,0,0.000
230626,230626-SAN-JOSE-DE-PALMAS,San Luis Potosí,Alaquines,"2,705",22.177222,-99.654166,79370,Satelital ,MBB,212,25.249
230627,230627-EL-QUELITALILLO-EL-QUELITAL,San Luis Potosí,Lagunillas,339,21.628455,-99.757818,79782,Satelital ,MBB,122,4.992
310455,310455-COLONIA-EL-AGUILA-EL-AGUILA,Zacatecas,Fresnillo,0,23.36764,-103.16067,99174,Satelital ,MBB,0,0.000
230628,230628-EL-MIRADOR-EL-PEDREGAL,San Luis Potosí,Lagunillas,298,21.538621,-99.601702,79786,Satelital ,MBB,145,2.506
230629,230629-EL-MEZQUITAL,San Luis Potosí,Santa Catarina,24,21.462228,-99.450786,79797,Satelital ,MBB,151,22.975
230630,230630-OLLA-DEL-DURAZNO-JOYA-DEL-DURAZNO,San Luis Potosí,Alaquines,0,21.9864139,-99.461457,79375,Satelital ,MBB,161,19.236
20107,020107-EMILIANO-ZAPATA,Baja California Sur,Mulege,183,27.539929,-113.39541,23936,Satelital ,MBB,13,26.655
120588,120588-LA-CUMBRE-DE-MURIDORES,Hidalgo,San Bartolo Tutotepec,93,20.345536,-98.323681,43448,Satelital ,MBB,105,6.877
134283,134283-FRANCISCO-PRIMO-DE-VERDAD-CIENEGA-DE-MATA,Jalisco,Lagos de Moreno,614,21.747023,-101.825626,47505,Satelital ,MBB,15,52.344
50119,050119-CHANDIABLO,Colima,Manzanillo,244,19.20168,-104.33979,28840,Satelital ,MBB,9,0.000
291575,291575-ADOLFO-RUIZ-CORTINES,Veracruz,San Andres Tuxtla,601,18.52796,-95.13541,95806,Satelital ,MBB,117,21.702
291576,291576-LAS-JOYAS,Veracruz,Uxpanapa,0,17.20998,-94.28921,96997,Satelital ,MBB,93,68.376
20108,020108-VILLA-HIDALGO,Baja California Sur,Comondu,258,25.146397,-111.933522,23720,Satelital ,MBB,16,5.507
150606,150606-CANADA-DE-LA-YERBABUENA,Michoacán,Copandaro,0,19.86903,-101.20799,58874,Satelital ,MBB,47,16.592
310462,310462-POZO-HONDO,Zacatecas,Villa de Cos,158,23.515129,-102.368684,98464,Satelital ,MBB,42,28.704
120589,120589-RIO-BELTRAN,Hidalgo,Huehuetla,732,20.572457,-98.054799,43434,Satelital ,MBB,85,46.475
141388,141388-MEXICAPA,Mexico,Ocuilan,81,18.990092,-99.317865,52493,Satelital ,MBB,164,29.601
100302,100302-LA-ESQUINA,Guanajuato,Salvatierra,"1,695",20.34507,-100.892152,38915,Satelital ,MBB,146,5.178
141389,141389-EL-CAPULIN,Mexico,Xalatlaco,0,19.136396,-99.292205,52690,Satelital ,MBB,183,12.141
141390,141390-VALLECITOS-DE-HERMILTEPEC-VALLECITO,Mexico,Luvianos,100,19.014167,-100.434103,51467,Satelital ,MBB,29,6.081
210455,210455-RIO-DEL-CARRIZAL,Querétaro,Arroyo Seco,122,21.48343,-99.700599,76421,Satelital ,MBB,58,47.623
201047,201047-GUADALUPE-AMOLOCAYAN,Puebla,San Diego la Mesa Tochimiltzingo,204,18.713952,-98.342205,74389,Satelital ,MBB,113,37.813
90449,090449-HIGUERAS,Durango,Rodeo,168,25.091293,-104.580041,35784,Satelital ,MBB,59,43.146
280139,280139-LAS-VIGAS,Tlaxcala,Tlaxco,342,19.7158199,-98.2655143,90261,Satelital ,MBB,218,62.545
201050,201050-EL-CERRO-ALTAMIRANO,Puebla,Francisco Z. Mena,90,20.738333,-97.771592,73015,Satelital ,MBB,107,42.615
141393,141393-LA-ESPERANZA-EL-ARENAL,Mexico,Ocuilan,0,19.07687,-99.43865,52485,Satelital ,MBB,225,17.935
180770,180770-SAN-ISIDRO,Nuevo Leon,Santiago,426,25.35204667,-100.30071,67338,Satelital ,MBB,114,10.886
310465,310465-AGUA-ZARCA,Zacatecas,Sombrerete,"1,361",23.834027,-103.759961,99115,Satelital ,MBB,55,24.046
141395,141395-PINAL-DEL-MARQUESADO,Mexico,Otzoloapan,"1,058",19.135353,-100.218352,51139,Satelital ,MBB,146,0.000
210457,210457-PINALITO-DE-LA-CRUZ,Querétaro,Landa de Matamoros,445,21.322703,-99.176383,76378,Satelital ,MBB,63,46.385
110868,110868-IXTLAHUAZACA,Guerrero,Zapotitlan Tablas,444,17.33777809,-98.80055236,41405,Satelital ,MBB,157,12.701
291582,291582-ARROYO-GRANDE-NUMERO-UNO,Veracruz,Papantla,319,20.498783,-97.233633,93534,Satelital ,MBB,55,11.948
310467,310467-SALDANA,Zacatecas,Pinos,"4,294",22.40505751,-101.3998852,98940,Satelital ,MBB,98,4.950
120596,120596-LONTLA,Hidalgo,Tlanchinol,107,21.075793,-98.624776,43165,Satelital ,MBB,273,5.973
201054,201054-ATENTI-ORIENTE,Puebla,Tetela de Ocampo,0,19.84761,-97.6864362,73658,Satelital ,MBB,92,12.935
141396,141396-EL-AGUILA,Mexico,Villa del Carbon,0,19.69248,-99.52792273,54346,Satelital ,MBB,0,0.000
201055,201055-TAGCOTEPEC,Puebla,Zautla,49,19.74214,-97.63652,73755,Satelital ,MBB,190,3.368
240397,240397-EJIDO-LA-ENTRADA-EL-POBLADO,Sinaloa,Guasave,"1,084",25.596913,-108.582496,81101,Satelital ,MBB,27,10.406
210459,210459-AYUTLA,Querétaro,Arroyo Seco,87,21.390482,-99.584737,76434,Satelital ,MBB,53,11.557
291587,291587-PENINSULA-DE-MORENO,Veracruz,Catemaco,210,18.450466,-94.97789,95883,Satelital ,MBB,247,14.160
191507,191507-ARROYO-PLATANO,Oaxaca,San Juan Lalana,373,17.509534,-95.872093,68945,Satelital ,MBB,151,41.821
201058,201058-ABELARDO-L-RODRIGUEZ,Puebla,Izucar de Matamoros,407,18.57175,-98.40361,74573,Satelital ,MBB,106,7.980
291590,291590-EL-RUBI,Veracruz,Alto Lucero de Gutierrez Barrios,54,19.71320611,-96.59040778,91474,Satelital ,MBB,52,31.530
120597,120597-PLOMOSAS,Hidalgo,Jacala de Ledezma,0,20.91325,-99.16831,42203,Satelital ,MBB,265,9.499
150608,150608-AGUA-ZARCA,Michoacán,Tancitaro,571,19.2382191,-102.3678274,60468,Satelital ,MBB,348,18.755
300387,300387-TABI,Yucatan,Sotuta,591,20.5987186,-88.8991165,97695,Satelital ,MBB,97,16.718
100308,100308-MONTE-PRIETO,Guanajuato,Tierra Blanca,788,21.112046,-100.137627,37979,Satelital ,MBB,79,6.335
230639,230639-LAS-CANOAS,San Luis Potosí,Rayon,0,21.938647,-99.51096,79752,Satelital ,MBB,425,6.165
201060,201060-TIXTEPEC,Puebla,Francisco Z. Mena,63,20.728464,-97.761394,73015,Satelital ,MBB,0,0.000
150609,150609-PUCUATO,Michoacán,Hidalgo,"1,067",19.59952056,-100.7067714,61230,Satelital ,MBB,431,12.042
141398,141398-RAICES,Mexico,Zinacantepec,280,19.162955,-99.803673,51393,Satelital ,MBB,623,11.910
150610,150610-CARPINTEROS,Michoacán,Zitacuaro,"2,256",19.499077,-100.329085,61529,Satelital ,MBB,273,1.189
150611,150611-EL-CAULOTE,Michoacán,Paracuaro,578,19.12437,-102.13131,60775,Satelital ,MBB,0,0.000
141399,141399-SAN-JOSE-EL-TOTOC,Mexico,Ocuilan,707,18.981346,-99.364506,52496,Satelital ,MBB,0,0.000
150613,150613-EL-TREMESINO,Michoacán,Susupuato,"1,542",19.18836,-100.4385,61593,Satelital ,MBB,186,28.244
291596,291596-POTRERILLO,Veracruz,Tezonapa,52,18.655749,-96.827396,95086,Satelital ,MBB,378,2.737
70623,070623-LA-PINTA,Chihuahua,Gomez Farias,580,29.22686,-107.664665,31915,Satelital ,MBB,0,2.420
150615,150615-ARUMBARO,Michoacán,Copandaro,"1,024",19.87987989,-101.1939288,58874,Satelital ,MBB,57,28.228
220569,220569-BETANIA,Quintana Roo,Felipe Carrillo Puerto,500,19.63916,-88.28751,77107,Satelital ,MBB,79,39.061
120599,120599-LAS-PUENTES,Hidalgo,Cuautepec de Hinojosa,"3,107",20.045005,-98.174919,73180,Satelital ,MBB,640,3.095
150617,150617-LLANO-GRANDE,Michoacán,Maravatio,874,19.847436,-100.34692,61275,Satelital ,MBB,134,33.267
230642,230642-CERRO-ALTO,San Luis Potosí,Ciudad Valles,524,22.147873,-99.046209,79245,Satelital ,MBB,103,64.103
300388,300388-SANTA-MARIA-AZNAR,Yucatan,Uayma,52,20.825152,-88.319158,97798,Satelital ,MBB,183,11.167
150618,150618-EL-CARACOL,Michoacán,Hidalgo,965,19.56957028,-100.7574433,61230,Satelital ,MBB,287,19.484
220570,220570-YAXLEY,Quintana Roo,Felipe Carrillo Puerto,77,19.76827,-88.20054,77150,Satelital ,MBB,88,45.540
50078,050078-LA-ESPERANZA,Colima,Coquimatlan,"1,048",19.171724,-103.863942,28408,Satelital ,MBB,66,18.977
141401,141401-PACHUQUILLA,Mexico,Malinalco,718,18.895521,-99.545276,52463,Satelital ,MBB,791,1.566
134287,134287-LOS-OCOTES,Jalisco,Talpa de Allende,588,20.423099,-104.850741,48212,Satelital ,MBB,62,30.521
300389,300389-MANUEL-CEPEDA-PERAZA,Yucatan,Tekax,509,20.1516404,-89.2516657,97979,Satelital ,MBB,8,32.113
201065,201065-TAPAYULA,Puebla,Camocuautla,442,20.018357,-97.745172,73425,Satelital ,MBB,365,3.899
201066,201066-ZONTECOMAPAN,Puebla,Tetela de Ocampo,127,19.85567627,-97.738673,73656,Satelital ,MBB,0,0.000
70624,070624-AGUA-CALIENTE,Chihuahua,Guerrero,226,28.536443,-107.218274,31693,Satelital ,MBB,63,45.962
250407,250407-JECORI,Sonora,Cumpas,"1,361",29.939763,-109.739574,84524,Satelital ,MBB,1,17.695
120604,120604-POCANTLA,Hidalgo,Xochiatipan,579,20.84379,-98.31237,43094,Satelital ,MBB,194,16.380
134290,134290-SAN-JOSE-DEL-RINCON-SAN-JOSE-DE-LAS-BURRAS,Jalisco,San Gabriel,0,19.76866676,-103.8566869,49729,Satelital ,MBB,28,16.845
120606,120606-EL-APARTADERO,Hidalgo,Huichapan,359,20.50116,-99.55668,42439,Satelital ,MBB,415,3.640
150625,150625-UREQUIO,Michoacán,Panindicuaro,"2,073",19.981667,-101.690278,58591,Satelital ,MBB,68,21.638
61590,061590-CRUZ-CHIQUITA,Chiapas,Acala,"1,854",16.586153,-92.946292,29380,Satelital ,MBB,113,0.000
150626,150626-MESA-DE-CAZAREZ,Michoacán,Taretan,158,19.3777535,-101.854553,61717,Satelital ,MBB,106,46.079
230649,230649-RANCHITO-DE-LOS-RIVERA,San Luis Potosí,Zaragoza,910,22.113474,-100.697674,79547,Satelital ,MBB,97,5.871
150627,150627-SAN-BARTOLOME-CORO,Michoacán,Zinapecuaro,"1,362",19.8954659,-100.8762523,58942,Satelital ,MBB,63,14.193
150628,150628-LA-CUMBRE-QUINTA-MANZANA-DE-CRESCENCIO-MORALES,Michoacán,Zitacuaro,733,19.44002,-100.25422,61525,Satelital ,MBB,146,3.974
220572,220572-LAZARO-CARDENAS,Quintana Roo,Bacalar,"1,026",18.978503,-88.213113,77927,Satelital ,MBB,100,12.692
201070,201070-NEXPANATENO,Puebla,Zacapoaxtla,121,19.87296,-97.617023,73685,Satelital ,MBB,186,8.798
134292,134292-EL-TECUAN,Jalisco,Villa Corona,242,20.31558,-103.73125,45744,Satelital ,MBB,23,49.292
141402,141402-CORRAL-DE-PIEDRA,Mexico,Tlatlaya,0,18.57202,-100.241585,51578,Satelital ,MBB,126,21.067
300390,300390-ACTUNCOH,Yucatan,Temozon,274,20.917006,-88.112595,97743,Satelital ,MBB,111,29.210
30342,030342-LA-ASUNCION,Campeche,Escarcega,16,18.690475,-90.823887,24368,Satelital ,MBB,151,31.962
201071,201071-AGUA-FRIA,Puebla,Ahuacatlan,231,19.9958863,-97.8447221,73335,Satelital ,MBB,491,2.098
150630,150630-MATUGEO-SAN-MARCOS,Michoacán,Coeneo,184,19.7373,-101.6198,58413,Satelital ,MBB,4,17.408
150631,150631-TENDEPARACUA,Michoacán,Huaniqueo,585,19.901166,-101.431741,58380,Satelital ,MBB,14,24.631
134294,134294-SAN-PEDRO,Jalisco,Ayutla,"1,349",20.094806,-104.277889,48070,Satelital ,MBB,15,33.183
220573,220573-CHANCAH-VERACRUZ,Quintana Roo,Felipe Carrillo Puerto,62,19.49512,-87.99409,77188,Satelital ,MBB,38,48.629
310477,310477-LA-BLANQUITA,Zacatecas,Trancoso,272,22.788685,-102.377869,98644,Satelital ,MBB,165,14.414
30343,030343-JUSTO-SIERRA-MENDEZ,Campeche,Candelaria,0,17.957457,-90.748779,24334,Satelital ,MBB,0,0.000
150635,150635-EL-MORAL,Michoacán,Ario,198,19.0629,-101.66845,61846,Satelital ,MBB,163,27.965
134295,134295-RANCHO-NUEVO-EL-MURCIELAGO,Jalisco,Jilotlan de los Dolores,"1,041",19.30691,-102.70405,49967,Satelital ,MBB,9,39.242
180771,180771-PANALES-DE-ARRIBA,Nuevo Leon,Doctor Arroyo,0,23.5911553,-100.1500519,67904,Satelital ,MBB,58,38.826
61604,061604-CHIGTON,Chiapas,Ixtapa,273,16.8425,-92.872139,29347,Satelital ,MBB,389,10.633
100315,100315-EL-ZORRILLO,Guanajuato,San Jose Iturbide,45,20.97961,-100.284524,37995,Satelital ,MBB,81,9.644
141403,141403-PIEQUEXHIMO,Mexico,Villa del Carbon,0,19.660354,-99.440414,54334,Satelital ,MBB,51,25.077
100316,100316-LA-SEMITA,Guanajuato,San Luis de la Paz,995,21.235883,-100.412664,37915,Satelital ,MBB,72,42.729
210464,210464-EL-MADRONO,Querétaro,Pinal de Amoles,"1,380",21.106969,-99.684806,76337,Satelital ,MBB,173,7.629
150641,150641-LA-SALADA,Michoacán,Turicato,285,19.056597,-101.608783,61687,Satelital ,MBB,0,0.000
30344,030344-ADOLFO-RUIZ-CORTINEZ,Campeche,Campeche,368,19.475981,-90.359942,24575,Satelital ,MBB,0,0.000
201076,201076-EL-ZACATAL,Puebla,Tlacuilotepec,915,20.371032,-97.981791,73071,Satelital ,MBB,81,16.638
310479,310479-EL-TEPETATE,Zacatecas,Villa Hidalgo,755,22.39414,-101.70249,98984,Satelital ,MBB,66,13.333
201079,201079-EL-DORADO,Puebla,Zihuateutla,0,20.269677,-97.801937,73248,Satelital ,MBB,106,32.035
240404,240404-EL-TORTUGO,Sinaloa,Guasave,195,25.408685,-108.648321,81163,Satelital ,MBB,34,24.468
220574,220574-ANDRES-QUINTANA-ROO,Quintana Roo,Felipe Carrillo Puerto,695,19.160927,-88.103027,77197,Satelital ,MBB,94,9.200
40385,040385-SAN-ALBERTO,Coahuila,Progreso,0,27.443603,-101.288885,25440,Satelital ,MBB,2,12.584
141405,141405-SAN-SEBASTIAN-EL-GRANDE,Mexico,Amanalco,"1,306",19.29283569,-100.0525733,51267,Satelital ,MBB,198,6.087
300391,300391-SANTA-EDUVIGES-CHAN-CHOCHOLA,Yucatan,Maxcanu,215,20.52383,-90.038099,97803,Satelital ,MBB,55,34.833
210465,210465-OJO-DE-AGUA-DEL-LINDERO,Querétaro,Jalpan de Serra,463,21.27714472,-99.51594083,76355,Satelital ,MBB,229,28.370
150643,150643-CIENEGUILLAS,Michoacán,Hidalgo,"1,005",19.71254528,-100.7507636,61227,Satelital ,MBB,101,31.249
50120,050120-EL-REMUDADERO,Colima,Comala,371,19.416349,-103.749441,28466,Satelital ,MBB,45,25.461
300392,300392-MAHZUCIL,Yucatan,Tecoh,162,20.553427,-89.46183,97824,Satelital ,MBB,92,46.522
250409,250409-HUIRIBIS,Sonora,Guaymas,0,27.690069,-110.478103,85513,Satelital ,MBB,8,10.241
120612,120612-TEPA-EL-GRANDE,Hidalgo,Zempoala,120,19.8593,-98.60695,43859,Satelital ,MBB,390,7.470
30345,030345-EL-LECHUGAL,Campeche,Escarcega,771,18.602247,-90.424246,24374,Satelital ,MBB,278,23.825
230654,230654-EL-CERRITO,San Luis Potosí,Santa Maria del Rio,"1,114",21.765548,-100.696674,79581,Satelital ,MBB,67,14.188
90456,090456-VIZCAINO,Durango,Coneto de Comonfort,963,25.085284,-104.777861,34475,Satelital ,MBB,127,36.897
141406,141406-LA-TERESA-SANTA-TERESA,Mexico,Acambay de Ruiz Castañeda,25,19.9889154,-99.9739186,50354,Satelital ,MBB,0,0.000
120613,120613-ZACAYAHUAL,Hidalgo,Yahualica,193,20.90143,-98.36998,43084,Satelital ,MBB,777,1.020
